274,274,a,28.58,1.665,u,g,q,v,2.415,t,f,0,t,g,440,0,1668,0
275,275,b,45.17,1.5,u,g,c,v,2.5,t,f,0,t,g,140,0,1786,0
276,276,b,41.58,1.75,u,g,k,v,0.21,t,f,0,f,g,160,0,1843,0
277,277,a,57.08,0.335,u,g,i,bb,1.0,t,f,0,t,g,252,2197,1928,0
278,278,a,55.75,7.08,u,g,k,h,6.75,t,t,3,t,g,100,50,1820,0
279,279,b,43.25,25.21,u,g,q,h,0.21,t,t,1,f,g,760,90,1865,0
280,280,a,25.33,2.085,u,g,c,h,2.75,t,f,0,t,g,360,1,1656,0
281,281,a,24.58,0.67,u,g,aa,h,1.75,t,f,0,f,g,400,0,1615,0
282,282,b,43.17,2.25,u,g,i,bb,0.75,t,f,0,f,g,560,0,2141,0
283,283,b,40.92,0.835,u,g,ff,ff,0.0,t,f,0,f,g,130,1,1704,0
284,284,b,31.83,2.5,u,g,aa,v,7.5,t,f,0,t,g,523,0,1871,0
285,285,a,33.92,1.585,y,p,ff,ff,0.0,t,f,0,f,g,320,0,2007,0
286,286,a,24.92,1.25,u,g,ff,ff,0.0,t,f,0,f,g,80,0,1923,0
287,287,b,35.25,3.165,u,g,x,h,3.75,t,f,0,t,g,680,0,1908,0
288,288,b,34.25,1.75,u,g,w,bb,0.25,t,f,0,t,g,163,0,1999,0
289,289,b,80.25,5.5,u,g,?,?,0.54,t,f,0,f,g,0,340,1894,0
290,290,b,19.42,1.5,y,p,cc,v,2.0,t,f,0,t,g,100,20,1753,0
291,291,b,42.75,3.0,u,g,i,bb,1.0,t,f,0,f,g,0,200,1888,0
292,292,b,19.67,10.0,y,p,k,h,0.835,t,f,0,t,g,140,0,1855,0
293,293,b,36.33,3.79,u,g,w,v,1.165,t,f,0,t,g,200,0,1674,0
294,294,b,30.08,1.04,y,p,i,bb,0.5,t,t,10,t,g,132,28,1708,0
295,295,b,44.25,11.0,y,p,d,v,1.5,t,f,0,f,s,0,0,1840,0
296,296,b,23.58,0.46,y,p,w,v,2.625,t,t,6,t,g,208,347,1807,0
297,297,?,42.25,1.75,y,p,?,?,0.0,f,f,0,t,g,150,1,1854,0
298,298,b,29.83,1.25,y,p,k,v,0.25,f,f,0,f,g,224,0,1754,0
299,299,b,20.08,0.25,u,g,q,v,0.125,f,f,0,f,g,200,0,1940,0
300,300,b,23.42,0.585,u,g,c,h,0.085,t,f,0,f,g,180,0,1956,0
301,301,a,29.58,1.75,y,p,k,v,1.25,f,f,0,t,g,280,0,1809,0
302,302,b,32.33,3.5,u,g,k,v,0.5,f,f,0,t,g,232,0,1875,0
303,303,b,?,0.04,y,p,d,v,4.25,f,f,0,t,g,460,0,1794,0
304,304,b,47.83,4.165,u,g,x,bb,0.085,f,f,0,t,g,520,0,1993,0
305,305,b,20,1.25,y,p,k,v,0.125,f,f,0,f,g,140,4,1691,0
306,306,b,27.58,3.25,y,p,q,h,5.085,f,t,2,t,g,369,1,1768,0
307,307,b,22,0.79,u,g,w,v,0.29,f,t,1,f,g,420,283,1953,0
